,MODEL,DATASET,Sampling,ACCURACY,F1,RECALL,PRECISION,HAMMING_LOSS,TARGET
921,CatBoostClassifier,datasets_removeNumbers,OVERSAMPLING,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,CONDICOESDERECEBIMENTO
922,VotingClassifier,datasets_removeNumbers,OVERSAMPLING,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.07142857142857142,CONDICOESDERECEBIMENTO
923,KNeighborsClassifier,datasets_removeNumbers,ORIGINAL,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,CONDICOESDERECEBIMENTO
924,DecisionTreeClassifier,datasets_removeNumbers,ORIGINAL,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,CONDICOESDERECEBIMENTO
925,SVC,datasets_removeNumbers,ORIGINAL,0.9117647058823529,0.9117647058823528,0.9117647058823529,0.9117647058823529,0.08823529411764706,CONDICOESDERECEBIMENTO
926,XGBClassifier,datasets_removeNumbers,ORIGINAL,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,CONDICOESDERECEBIMENTO
927,AdaBoostClassifier,datasets_removeNumbers,ORIGINAL,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,CONDICOESDERECEBIMENTO
928,BaggingClassifier,datasets_removeNumbers,ORIGINAL,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.08508403361344538,CONDICOESDERECEBIMENTO
929,GradientBoostingClassifier,datasets_removeNumbers,ORIGINAL,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,CONDICOESDERECEBIMENTO
930,RandomForestClassifier,datasets_removeNumbers,ORIGINAL,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,CONDICOESDERECEBIMENTO
931,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.09873949579831932,CONDICOESDERECEBIMENTO
932,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.9180672268907563,0.9180672268907561,0.9180672268907563,0.9180672268907563,0.0819327731092437,CONDICOESDERECEBIMENTO
933,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.16596638655462184,CONDICOESDERECEBIMENTO
934,CatBoostClassifier,datasets_removeNumbers,ORIGINAL,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.07878151260504201,CONDICOESDERECEBIMENTO
935,VotingClassifier,datasets_removeNumbers,ORIGINAL,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,CONDICOESDERECEBIMENTO
936,KNeighborsClassifier,datasets_removeNumbers,UNDERSAMPLING,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.21428571428571427,ANUNCIO
937,DecisionTreeClassifier,datasets_removeNumbers,UNDERSAMPLING,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,ANUNCIO
938,SVC,datasets_removeNumbers,UNDERSAMPLING,0.9369747899159664,0.9369747899159664,0.9369747899159664,0.9369747899159664,0.06302521008403361,ANUNCIO
939,XGBClassifier,datasets_removeNumbers,UNDERSAMPLING,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,ANUNCIO
940,AdaBoostClassifier,datasets_removeNumbers,UNDERSAMPLING,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.11869747899159663,ANUNCIO
941,BaggingClassifier,datasets_removeNumbers,UNDERSAMPLING,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.08088235294117647,ANUNCIO
942,GradientBoostingClassifier,datasets_removeNumbers,UNDERSAMPLING,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.059873949579831935,ANUNCIO
943,RandomForestClassifier,datasets_removeNumbers,UNDERSAMPLING,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.11869747899159663,ANUNCIO
944,MLPClassifier,datasets_removeNumbers,UNDERSAMPLING,0.842436974789916,0.8424369747899161,0.842436974789916,0.842436974789916,0.15756302521008403,ANUNCIO
945,MLPClassifier,datasets_removeNumbers,UNDERSAMPLING,0.8539915966386554,0.8539915966386553,0.8539915966386554,0.8539915966386554,0.14600840336134455,ANUNCIO
946,MLPClassifier,datasets_removeNumbers,UNDERSAMPLING,0.6186974789915967,0.6186974789915967,0.6186974789915967,0.6186974789915967,0.38130252100840334,ANUNCIO
947,CatBoostClassifier,datasets_removeNumbers,UNDERSAMPLING,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.0661764705882353,ANUNCIO
948,VotingClassifier,datasets_removeNumbers,UNDERSAMPLING,0.9317226890756303,0.9317226890756302,0.9317226890756303,0.9317226890756303,0.06827731092436974,ANUNCIO
949,KNeighborsClassifier,datasets_removeNumbers,OVERSAMPLING,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,ANUNCIO
950,DecisionTreeClassifier,datasets_removeNumbers,OVERSAMPLING,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.059873949579831935,ANUNCIO
951,SVC,datasets_removeNumbers,OVERSAMPLING,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.04096638655462185,ANUNCIO
952,XGBClassifier,datasets_removeNumbers,OVERSAMPLING,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.029411764705882353,ANUNCIO
953,AdaBoostClassifier,datasets_removeNumbers,OVERSAMPLING,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.03991596638655462,ANUNCIO
954,BaggingClassifier,datasets_removeNumbers,OVERSAMPLING,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.038865546218487396,ANUNCIO
955,GradientBoostingClassifier,datasets_removeNumbers,OVERSAMPLING,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.04411764705882353,ANUNCIO
956,RandomForestClassifier,datasets_removeNumbers,OVERSAMPLING,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.0546218487394958,ANUNCIO
957,MLPClassifier,datasets_removeNumbers,OVERSAMPLING,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ANUNCIO
958,MLPClassifier,datasets_removeNumbers,OVERSAMPLING,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.03361344537815126,ANUNCIO
959,MLPClassifier,datasets_removeNumbers,OVERSAMPLING,0.967436974789916,0.967436974789916,0.967436974789916,0.967436974789916,0.032563025210084036,ANUNCIO
960,CatBoostClassifier,datasets_removeNumbers,OVERSAMPLING,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.045168067226890755,ANUNCIO
961,VotingClassifier,datasets_removeNumbers,OVERSAMPLING,0.9726890756302521,0.9726890756302521,0.9726890756302521,0.9726890756302521,0.0273109243697479,ANUNCIO
962,KNeighborsClassifier,datasets_removeNumbers,ORIGINAL,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.07563025210084033,ANUNCIO
963,DecisionTreeClassifier,datasets_removeNumbers,ORIGINAL,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.03991596638655462,ANUNCIO
964,SVC,datasets_removeNumbers,ORIGINAL,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ANUNCIO
965,XGBClassifier,datasets_removeNumbers,ORIGINAL,0.9716386554621849,0.9716386554621849,0.9716386554621849,0.9716386554621849,0.028361344537815126,ANUNCIO
966,AdaBoostClassifier,datasets_removeNumbers,ORIGINAL,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.07352941176470588,ANUNCIO
967,BaggingClassifier,datasets_removeNumbers,ORIGINAL,0.967436974789916,0.967436974789916,0.967436974789916,0.967436974789916,0.032563025210084036,ANUNCIO
968,GradientBoostingClassifier,datasets_removeNumbers,ORIGINAL,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,ANUNCIO
969,RandomForestClassifier,datasets_removeNumbers,ORIGINAL,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ANUNCIO
970,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ANUNCIO
971,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.9684873949579832,0.9684873949579832,0.9684873949579832,0.9684873949579832,0.031512605042016806,ANUNCIO
972,MLPClassifier,datasets_removeNumbers,ORIGINAL,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,ANUNCIO
973,CatBoostClassifier,datasets_removeNumbers,ORIGINAL,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.03361344537815126,ANUNCIO
974,VotingClassifier,datasets_removeNumbers,ORIGINAL,0.9695378151260504,0.9695378151260505,0.9695378151260504,0.9695378151260504,0.03046218487394958,ANUNCIO
975,KNeighborsClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8088235294117647,0.8088235294117648,0.8088235294117647,0.8088235294117647,0.19117647058823528,ENTREGA
976,DecisionTreeClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,ENTREGA
977,SVC,datasets_removePonctuation,UNDERSAMPLING,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.046218487394957986,ENTREGA
978,XGBClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.04411764705882353,ENTREGA
979,AdaBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,ENTREGA
980,BaggingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.0661764705882353,ENTREGA
981,GradientBoostingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.06197478991596639,ENTREGA
982,RandomForestClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ENTREGA
983,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9117647058823529,0.9117647058823528,0.9117647058823529,0.9117647058823529,0.08823529411764706,ENTREGA
984,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
985,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.3130252100840336,0.3130252100840336,0.3130252100840336,0.3130252100840336,0.6869747899159664,ENTREGA
986,CatBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.052521008403361345,ENTREGA
987,VotingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.04831932773109244,ENTREGA
988,KNeighborsClassifier,datasets_removePonctuation,OVERSAMPLING,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.7815126050420168,0.2184873949579832,ENTREGA
989,DecisionTreeClassifier,datasets_removePonctuation,OVERSAMPLING,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.07878151260504201,ENTREGA
990,SVC,datasets_removePonctuation,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ENTREGA
991,XGBClassifier,datasets_removePonctuation,OVERSAMPLING,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.03991596638655462,ENTREGA
992,AdaBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.07563025210084033,ENTREGA
993,BaggingClassifier,datasets_removePonctuation,OVERSAMPLING,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.059873949579831935,ENTREGA
994,GradientBoostingClassifier,datasets_removePonctuation,OVERSAMPLING,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.06197478991596639,ENTREGA
995,RandomForestClassifier,datasets_removePonctuation,OVERSAMPLING,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.058823529411764705,ENTREGA
996,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,ENTREGA
997,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.052521008403361345,ENTREGA
998,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.3130252100840336,0.3130252100840336,0.3130252100840336,0.3130252100840336,0.6869747899159664,ENTREGA
999,CatBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.05042016806722689,ENTREGA
1000,VotingClassifier,datasets_removePonctuation,OVERSAMPLING,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ENTREGA
1001,KNeighborsClassifier,datasets_removePonctuation,ORIGINAL,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,ENTREGA
1002,DecisionTreeClassifier,datasets_removePonctuation,ORIGINAL,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.07457983193277311,ENTREGA
1003,SVC,datasets_removePonctuation,ORIGINAL,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ENTREGA
1004,XGBClassifier,datasets_removePonctuation,ORIGINAL,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.038865546218487396,ENTREGA
1005,AdaBoostClassifier,datasets_removePonctuation,ORIGINAL,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.08403361344537816,ENTREGA
1006,BaggingClassifier,datasets_removePonctuation,ORIGINAL,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.04831932773109244,ENTREGA
1007,GradientBoostingClassifier,datasets_removePonctuation,ORIGINAL,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.05357142857142857,ENTREGA
1008,RandomForestClassifier,datasets_removePonctuation,ORIGINAL,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.0546218487394958,ENTREGA
1009,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.0661764705882353,ENTREGA
1010,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.04411764705882353,ENTREGA
1011,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.3130252100840336,ENTREGA
1012,CatBoostClassifier,datasets_removePonctuation,ORIGINAL,0.944327731092437,0.9443277310924368,0.944327731092437,0.944327731092437,0.05567226890756303,ENTREGA
1013,VotingClassifier,datasets_removePonctuation,ORIGINAL,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.037815126050420166,ENTREGA
1014,KNeighborsClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8140756302521008,0.814075630252101,0.8140756302521008,0.8140756302521008,0.18592436974789917,OUTROS
1015,DecisionTreeClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.15966386554621848,OUTROS
1016,SVC,datasets_removePonctuation,UNDERSAMPLING,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.11449579831932773,OUTROS
1017,XGBClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.10504201680672269,OUTROS
1018,AdaBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.14390756302521007,OUTROS
1019,BaggingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.11974789915966387,OUTROS
1020,GradientBoostingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,OUTROS
1021,RandomForestClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.12920168067226892,OUTROS
1022,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8550420168067226,0.8550420168067226,0.8550420168067226,0.8550420168067226,0.14495798319327732,OUTROS
1023,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.16071428571428573,OUTROS
1024,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.773109243697479,0.7731092436974791,0.773109243697479,0.773109243697479,0.226890756302521,OUTROS
1025,CatBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,OUTROS
1026,VotingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,OUTROS
1027,KNeighborsClassifier,datasets_removePonctuation,OVERSAMPLING,0.819327731092437,0.819327731092437,0.819327731092437,0.819327731092437,0.18067226890756302,OUTROS
1028,DecisionTreeClassifier,datasets_removePonctuation,OVERSAMPLING,0.8497899159663865,0.8497899159663865,0.8497899159663865,0.8497899159663865,0.15021008403361344,OUTROS
1029,SVC,datasets_removePonctuation,OVERSAMPLING,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,OUTROS
1030,XGBClassifier,datasets_removePonctuation,OVERSAMPLING,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,OUTROS
1031,AdaBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.15441176470588236,OUTROS
1032,BaggingClassifier,datasets_removePonctuation,OVERSAMPLING,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.1134453781512605,OUTROS
1033,GradientBoostingClassifier,datasets_removePonctuation,OVERSAMPLING,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.11974789915966387,OUTROS
1034,RandomForestClassifier,datasets_removePonctuation,OVERSAMPLING,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,OUTROS
1035,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.9023109243697479,0.9023109243697479,0.9023109243697479,0.9023109243697479,0.0976890756302521,OUTROS
1036,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.8907563025210085,0.8907563025210086,0.8907563025210085,0.8907563025210085,0.1092436974789916,OUTROS
1037,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.773109243697479,OUTROS
1038,CatBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.10819327731092437,OUTROS
1039,VotingClassifier,datasets_removePonctuation,OVERSAMPLING,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,OUTROS
1040,KNeighborsClassifier,datasets_removePonctuation,ORIGINAL,0.8266806722689075,0.8266806722689075,0.8266806722689075,0.8266806722689075,0.17331932773109243,OUTROS
1041,DecisionTreeClassifier,datasets_removePonctuation,ORIGINAL,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,OUTROS
1042,SVC,datasets_removePonctuation,ORIGINAL,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.10609243697478991,OUTROS
1043,XGBClassifier,datasets_removePonctuation,ORIGINAL,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.10504201680672269,OUTROS
1044,AdaBoostClassifier,datasets_removePonctuation,ORIGINAL,0.8287815126050421,0.8287815126050421,0.8287815126050421,0.8287815126050421,0.17121848739495799,OUTROS
1045,BaggingClassifier,datasets_removePonctuation,ORIGINAL,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.10819327731092437,OUTROS
1046,GradientBoostingClassifier,datasets_removePonctuation,ORIGINAL,0.8781512605042017,0.8781512605042017,0.8781512605042017,0.8781512605042017,0.12184873949579832,OUTROS
1047,RandomForestClassifier,datasets_removePonctuation,ORIGINAL,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.11974789915966387,OUTROS
1048,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,OUTROS
1049,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,OUTROS
1050,MLPClassifier,datasets_removePonctuation,ORIGINAL,0.773109243697479,0.7731092436974791,0.773109243697479,0.773109243697479,0.226890756302521,OUTROS
1051,CatBoostClassifier,datasets_removePonctuation,ORIGINAL,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,OUTROS
1052,VotingClassifier,datasets_removePonctuation,ORIGINAL,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.09033613445378151,OUTROS
1053,KNeighborsClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8098739495798319,0.809873949579832,0.8098739495798319,0.8098739495798319,0.19012605042016806,PRODUTO
1054,DecisionTreeClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.17857142857142858,PRODUTO
1055,SVC,datasets_removePonctuation,UNDERSAMPLING,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,PRODUTO
1056,XGBClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,PRODUTO
1057,AdaBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8140756302521008,0.814075630252101,0.8140756302521008,0.8140756302521008,0.18592436974789917,PRODUTO
1058,BaggingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.19957983193277312,PRODUTO
1059,GradientBoostingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8266806722689075,0.8266806722689075,0.8266806722689075,0.8266806722689075,0.17331932773109243,PRODUTO
1060,RandomForestClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,PRODUTO
1061,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,PRODUTO
1062,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,PRODUTO
1063,MLPClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.19957983193277312,PRODUTO
1064,CatBoostClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,PRODUTO
1065,VotingClassifier,datasets_removePonctuation,UNDERSAMPLING,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,PRODUTO
1066,KNeighborsClassifier,datasets_removePonctuation,OVERSAMPLING,0.8508403361344538,0.8508403361344538,0.8508403361344538,0.8508403361344538,0.14915966386554622,PRODUTO
1067,DecisionTreeClassifier,datasets_removePonctuation,OVERSAMPLING,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.15336134453781514,PRODUTO
1068,SVC,datasets_removePonctuation,OVERSAMPLING,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,PRODUTO
1069,XGBClassifier,datasets_removePonctuation,OVERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,PRODUTO
1070,AdaBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.19642857142857142,PRODUTO
1071,BaggingClassifier,datasets_removePonctuation,OVERSAMPLING,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.12920168067226892,PRODUTO
1072,GradientBoostingClassifier,datasets_removePonctuation,OVERSAMPLING,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.16071428571428573,PRODUTO
1073,RandomForestClassifier,datasets_removePonctuation,OVERSAMPLING,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.08088235294117647,PRODUTO
1074,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,PRODUTO
1075,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,PRODUTO
1076,MLPClassifier,datasets_removePonctuation,OVERSAMPLING,0.819327731092437,0.819327731092437,0.819327731092437,0.819327731092437,0.18067226890756302,PRODUTO
1077,CatBoostClassifier,datasets_removePonctuation,OVERSAMPLING,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,PRODUTO
1078,VotingClassifier,datasets_removePonctuation,OVERSAMPLING,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.07457983193277311,PRODUTO
1079,KNeighborsClassifier,datasets_removePonctuation,ORIGINAL,0.884453781512605,0.884453781512605,0.884453781512605,0.884453781512605,0.11554621848739496,PRODUTO
1080,DecisionTreeClassifier,datasets_removePonctuation,ORIGINAL,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.15336134453781514,PRODUTO
1081,SVC,datasets_removePonctuation,ORIGINAL,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,PRODUTO
1082,XGBClassifier,datasets_removePonctuation,ORIGINAL,0.917016806722689,0.917016806722689,0.917016806722689,0.917016806722689,0.08298319327731092,PRODUTO
1083,AdaBoostClassifier,datasets_removePonctuation,ORIGINAL,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.16071428571428573,PRODUTO
1084,BaggingClassifier,datasets_removePonctuation,ORIGINAL,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.13025210084033614,PRODUTO
