,MODEL,DATASET,Sampling,ACCURACY,F1,RECALL,PRECISION,HAMMING_LOSS,TARGET
0,KNeighborsClassifier,datasets_all,UNDERSAMPLING,0.7426470588235294,0.7426470588235294,0.7426470588235294,0.7426470588235294,0.25735294117647056,ENTREGA
1,DecisionTreeClassifier,datasets_all,UNDERSAMPLING,0.9327731092436975,0.9327731092436976,0.9327731092436975,0.9327731092436975,0.06722689075630252,ENTREGA
2,SVC,datasets_all,UNDERSAMPLING,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ENTREGA
3,XGBClassifier,datasets_all,UNDERSAMPLING,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ENTREGA
4,AdaBoostClassifier,datasets_all,UNDERSAMPLING,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.07457983193277311,ENTREGA
5,BaggingClassifier,datasets_all,UNDERSAMPLING,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.0661764705882353,ENTREGA
6,GradientBoostingClassifier,datasets_all,UNDERSAMPLING,0.9390756302521008,0.9390756302521008,0.9390756302521008,0.9390756302521008,0.06092436974789916,ENTREGA
7,RandomForestClassifier,datasets_all,UNDERSAMPLING,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.059873949579831935,ENTREGA
8,MLPClassifier,datasets_all,UNDERSAMPLING,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,ENTREGA
9,MLPClassifier,datasets_all,UNDERSAMPLING,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
10,MLPClassifier,datasets_all,UNDERSAMPLING,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,ENTREGA
11,CatBoostClassifier,datasets_all,UNDERSAMPLING,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ENTREGA
12,VotingClassifier,datasets_all,UNDERSAMPLING,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.04726890756302521,ENTREGA
13,KNeighborsClassifier,datasets_all,OVERSAMPLING,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.25210084033613445,ENTREGA
14,DecisionTreeClassifier,datasets_all,OVERSAMPLING,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,ENTREGA
15,SVC,datasets_all,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ENTREGA
16,XGBClassifier,datasets_all,OVERSAMPLING,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.046218487394957986,ENTREGA
17,AdaBoostClassifier,datasets_all,OVERSAMPLING,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.07352941176470588,ENTREGA
18,BaggingClassifier,datasets_all,OVERSAMPLING,0.944327731092437,0.9443277310924368,0.944327731092437,0.944327731092437,0.05567226890756303,ENTREGA
19,GradientBoostingClassifier,datasets_all,OVERSAMPLING,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.9380252100840336,0.06197478991596639,ENTREGA
20,RandomForestClassifier,datasets_all,OVERSAMPLING,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
21,MLPClassifier,datasets_all,OVERSAMPLING,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,ENTREGA
22,MLPClassifier,datasets_all,OVERSAMPLING,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.03991596638655462,ENTREGA
23,MLPClassifier,datasets_all,OVERSAMPLING,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,ENTREGA
24,CatBoostClassifier,datasets_all,OVERSAMPLING,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.05042016806722689,ENTREGA
25,VotingClassifier,datasets_all,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ENTREGA
26,KNeighborsClassifier,datasets_all,ORIGINAL,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.13760504201680673,ENTREGA
27,DecisionTreeClassifier,datasets_all,ORIGINAL,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ENTREGA
28,SVC,datasets_all,ORIGINAL,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.045168067226890755,ENTREGA
29,XGBClassifier,datasets_all,ORIGINAL,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ENTREGA
30,AdaBoostClassifier,datasets_all,ORIGINAL,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.08403361344537816,ENTREGA
31,BaggingClassifier,datasets_all,ORIGINAL,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.05042016806722689,ENTREGA
32,GradientBoostingClassifier,datasets_all,ORIGINAL,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.05357142857142857,ENTREGA
33,RandomForestClassifier,datasets_all,ORIGINAL,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
34,MLPClassifier,datasets_all,ORIGINAL,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.07563025210084033,ENTREGA
35,MLPClassifier,datasets_all,ORIGINAL,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.04096638655462185,ENTREGA
36,MLPClassifier,datasets_all,ORIGINAL,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.3130252100840336,ENTREGA
37,CatBoostClassifier,datasets_all,ORIGINAL,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.052521008403361345,ENTREGA
38,VotingClassifier,datasets_all,ORIGINAL,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,ENTREGA
39,KNeighborsClassifier,datasets_all,UNDERSAMPLING,0.8088235294117647,0.8088235294117648,0.8088235294117647,0.8088235294117647,0.19117647058823528,OUTROS
40,DecisionTreeClassifier,datasets_all,UNDERSAMPLING,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.16491596638655462,OUTROS
41,SVC,datasets_all,UNDERSAMPLING,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.10294117647058823,OUTROS
42,XGBClassifier,datasets_all,UNDERSAMPLING,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.11659663865546219,OUTROS
43,AdaBoostClassifier,datasets_all,UNDERSAMPLING,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.13550420168067226,OUTROS
44,BaggingClassifier,datasets_all,UNDERSAMPLING,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.13025210084033614,OUTROS
45,GradientBoostingClassifier,datasets_all,UNDERSAMPLING,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.1134453781512605,OUTROS
46,RandomForestClassifier,datasets_all,UNDERSAMPLING,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.11449579831932773,OUTROS
47,MLPClassifier,datasets_all,UNDERSAMPLING,0.8550420168067226,0.8550420168067226,0.8550420168067226,0.8550420168067226,0.14495798319327732,OUTROS
48,MLPClassifier,datasets_all,UNDERSAMPLING,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.8697478991596639,0.13025210084033614,OUTROS
49,MLPClassifier,datasets_all,UNDERSAMPLING,0.226890756302521,0.226890756302521,0.226890756302521,0.226890756302521,0.773109243697479,OUTROS
50,CatBoostClassifier,datasets_all,UNDERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,OUTROS
51,VotingClassifier,datasets_all,UNDERSAMPLING,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.09873949579831932,OUTROS
52,KNeighborsClassifier,datasets_all,OVERSAMPLING,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.19852941176470587,OUTROS
53,DecisionTreeClassifier,datasets_all,OVERSAMPLING,0.8686974789915967,0.8686974789915967,0.8686974789915967,0.8686974789915967,0.13130252100840337,OUTROS
54,SVC,datasets_all,OVERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,OUTROS
55,XGBClassifier,datasets_all,OVERSAMPLING,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.09873949579831932,OUTROS
56,AdaBoostClassifier,datasets_all,OVERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,OUTROS
57,BaggingClassifier,datasets_all,OVERSAMPLING,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.11869747899159663,OUTROS
58,GradientBoostingClassifier,datasets_all,OVERSAMPLING,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.10609243697478991,OUTROS
59,RandomForestClassifier,datasets_all,OVERSAMPLING,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,OUTROS
60,MLPClassifier,datasets_all,OVERSAMPLING,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,OUTROS
61,MLPClassifier,datasets_all,OVERSAMPLING,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.11239495798319328,OUTROS
62,MLPClassifier,datasets_all,OVERSAMPLING,0.851890756302521,0.851890756302521,0.851890756302521,0.851890756302521,0.148109243697479,OUTROS
63,CatBoostClassifier,datasets_all,OVERSAMPLING,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,OUTROS
64,VotingClassifier,datasets_all,OVERSAMPLING,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.09453781512605042,OUTROS
65,KNeighborsClassifier,datasets_all,ORIGINAL,0.8413865546218487,0.8413865546218487,0.8413865546218487,0.8413865546218487,0.15861344537815125,OUTROS
66,DecisionTreeClassifier,datasets_all,ORIGINAL,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.10819327731092437,OUTROS
67,SVC,datasets_all,ORIGINAL,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,OUTROS
68,XGBClassifier,datasets_all,ORIGINAL,0.898109243697479,0.898109243697479,0.898109243697479,0.898109243697479,0.10189075630252101,OUTROS
69,AdaBoostClassifier,datasets_all,ORIGINAL,0.8361344537815126,0.8361344537815126,0.8361344537815126,0.8361344537815126,0.1638655462184874,OUTROS
70,BaggingClassifier,datasets_all,ORIGINAL,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,OUTROS
71,GradientBoostingClassifier,datasets_all,ORIGINAL,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.12605042016806722,OUTROS
72,RandomForestClassifier,datasets_all,ORIGINAL,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.10714285714285714,OUTROS
73,MLPClassifier,datasets_all,ORIGINAL,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.10609243697478991,OUTROS
74,MLPClassifier,datasets_all,ORIGINAL,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.10714285714285714,OUTROS
75,MLPClassifier,datasets_all,ORIGINAL,0.773109243697479,0.7731092436974791,0.773109243697479,0.773109243697479,0.226890756302521,OUTROS
76,CatBoostClassifier,datasets_all,ORIGINAL,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,OUTROS
77,VotingClassifier,datasets_all,ORIGINAL,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,OUTROS
78,KNeighborsClassifier,datasets_all,UNDERSAMPLING,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.16491596638655462,PRODUTO
79,DecisionTreeClassifier,datasets_all,UNDERSAMPLING,0.8109243697478992,0.8109243697478992,0.8109243697478992,0.8109243697478992,0.18907563025210083,PRODUTO
80,SVC,datasets_all,UNDERSAMPLING,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,PRODUTO
81,XGBClassifier,datasets_all,UNDERSAMPLING,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.11449579831932773,PRODUTO
82,AdaBoostClassifier,datasets_all,UNDERSAMPLING,0.7352941176470589,0.735294117647059,0.7352941176470589,0.7352941176470589,0.2647058823529412,PRODUTO
83,BaggingClassifier,datasets_all,UNDERSAMPLING,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.8466386554621849,0.15336134453781514,PRODUTO
84,GradientBoostingClassifier,datasets_all,UNDERSAMPLING,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.14705882352941177,PRODUTO
85,RandomForestClassifier,datasets_all,UNDERSAMPLING,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.1134453781512605,PRODUTO
86,MLPClassifier,datasets_all,UNDERSAMPLING,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,PRODUTO
87,MLPClassifier,datasets_all,UNDERSAMPLING,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.13445378151260504,PRODUTO
88,MLPClassifier,datasets_all,UNDERSAMPLING,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.19957983193277312,PRODUTO
89,CatBoostClassifier,datasets_all,UNDERSAMPLING,0.875,0.875,0.875,0.875,0.125,PRODUTO
90,VotingClassifier,datasets_all,UNDERSAMPLING,0.898109243697479,0.898109243697479,0.898109243697479,0.898109243697479,0.10189075630252101,PRODUTO
91,KNeighborsClassifier,datasets_all,OVERSAMPLING,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.17857142857142858,PRODUTO
92,DecisionTreeClassifier,datasets_all,OVERSAMPLING,0.8476890756302521,0.8476890756302521,0.8476890756302521,0.8476890756302521,0.15231092436974789,PRODUTO
93,SVC,datasets_all,OVERSAMPLING,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,PRODUTO
94,XGBClassifier,datasets_all,OVERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,PRODUTO
95,AdaBoostClassifier,datasets_all,OVERSAMPLING,0.7247899159663865,0.7247899159663865,0.7247899159663865,0.7247899159663865,0.27521008403361347,PRODUTO
96,BaggingClassifier,datasets_all,OVERSAMPLING,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.13550420168067226,PRODUTO
97,GradientBoostingClassifier,datasets_all,OVERSAMPLING,0.8539915966386554,0.8539915966386553,0.8539915966386554,0.8539915966386554,0.14600840336134455,PRODUTO
98,RandomForestClassifier,datasets_all,OVERSAMPLING,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.07247899159663866,PRODUTO
99,MLPClassifier,datasets_all,OVERSAMPLING,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.08508403361344538,PRODUTO
100,MLPClassifier,datasets_all,OVERSAMPLING,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,PRODUTO
101,MLPClassifier,datasets_all,OVERSAMPLING,0.8760504201680672,0.8760504201680672,0.8760504201680672,0.8760504201680672,0.12394957983193278,PRODUTO
102,CatBoostClassifier,datasets_all,OVERSAMPLING,0.898109243697479,0.898109243697479,0.898109243697479,0.898109243697479,0.10189075630252101,PRODUTO
103,VotingClassifier,datasets_all,OVERSAMPLING,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.9338235294117647,0.0661764705882353,PRODUTO
104,KNeighborsClassifier,datasets_all,ORIGINAL,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.1134453781512605,PRODUTO
105,DecisionTreeClassifier,datasets_all,ORIGINAL,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.8350840336134454,0.16491596638655462,PRODUTO
106,SVC,datasets_all,ORIGINAL,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.09033613445378151,PRODUTO
107,XGBClassifier,datasets_all,ORIGINAL,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,PRODUTO
108,AdaBoostClassifier,datasets_all,ORIGINAL,0.8298319327731093,0.8298319327731093,0.8298319327731093,0.8298319327731093,0.17016806722689076,PRODUTO
109,BaggingClassifier,datasets_all,ORIGINAL,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.13445378151260504,PRODUTO
110,GradientBoostingClassifier,datasets_all,ORIGINAL,0.8508403361344538,0.8508403361344538,0.8508403361344538,0.8508403361344538,0.14915966386554622,PRODUTO
111,RandomForestClassifier,datasets_all,ORIGINAL,0.884453781512605,0.884453781512605,0.884453781512605,0.884453781512605,0.11554621848739496,PRODUTO
112,MLPClassifier,datasets_all,ORIGINAL,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,PRODUTO
113,MLPClassifier,datasets_all,ORIGINAL,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,PRODUTO
114,MLPClassifier,datasets_all,ORIGINAL,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.19957983193277312,PRODUTO
115,CatBoostClassifier,datasets_all,ORIGINAL,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.11029411764705882,PRODUTO
116,VotingClassifier,datasets_all,ORIGINAL,0.9117647058823529,0.9117647058823528,0.9117647058823529,0.9117647058823529,0.08823529411764706,PRODUTO
117,KNeighborsClassifier,datasets_all,UNDERSAMPLING,0.7972689075630253,0.7972689075630253,0.7972689075630253,0.7972689075630253,0.2027310924369748,CONDICOESDERECEBIMENTO
118,DecisionTreeClassifier,datasets_all,UNDERSAMPLING,0.8245798319327731,0.8245798319327731,0.8245798319327731,0.8245798319327731,0.17542016806722688,CONDICOESDERECEBIMENTO
119,SVC,datasets_all,UNDERSAMPLING,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,CONDICOESDERECEBIMENTO
120,XGBClassifier,datasets_all,UNDERSAMPLING,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.11974789915966387,CONDICOESDERECEBIMENTO
121,AdaBoostClassifier,datasets_all,UNDERSAMPLING,0.8792016806722689,0.8792016806722689,0.8792016806722689,0.8792016806722689,0.1207983193277311,CONDICOESDERECEBIMENTO
122,BaggingClassifier,datasets_all,UNDERSAMPLING,0.8665966386554622,0.8665966386554622,0.8665966386554622,0.8665966386554622,0.1334033613445378,CONDICOESDERECEBIMENTO
123,GradientBoostingClassifier,datasets_all,UNDERSAMPLING,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,CONDICOESDERECEBIMENTO
124,RandomForestClassifier,datasets_all,UNDERSAMPLING,0.8792016806722689,0.8792016806722689,0.8792016806722689,0.8792016806722689,0.1207983193277311,CONDICOESDERECEBIMENTO
125,MLPClassifier,datasets_all,UNDERSAMPLING,0.832983193277311,0.832983193277311,0.832983193277311,0.832983193277311,0.16701680672268907,CONDICOESDERECEBIMENTO
126,MLPClassifier,datasets_all,UNDERSAMPLING,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.13760504201680673,CONDICOESDERECEBIMENTO
127,MLPClassifier,datasets_all,UNDERSAMPLING,0.16596638655462184,0.16596638655462184,0.16596638655462184,0.16596638655462184,0.8340336134453782,CONDICOESDERECEBIMENTO
128,CatBoostClassifier,datasets_all,UNDERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,CONDICOESDERECEBIMENTO
129,VotingClassifier,datasets_all,UNDERSAMPLING,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.8991596638655462,0.10084033613445378,CONDICOESDERECEBIMENTO
130,KNeighborsClassifier,datasets_all,OVERSAMPLING,0.7993697478991597,0.7993697478991597,0.7993697478991597,0.7993697478991597,0.20063025210084034,CONDICOESDERECEBIMENTO
131,DecisionTreeClassifier,datasets_all,OVERSAMPLING,0.8718487394957983,0.8718487394957983,0.8718487394957983,0.8718487394957983,0.12815126050420167,CONDICOESDERECEBIMENTO
132,SVC,datasets_all,OVERSAMPLING,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.07247899159663866,CONDICOESDERECEBIMENTO
133,XGBClassifier,datasets_all,OVERSAMPLING,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.07878151260504201,CONDICOESDERECEBIMENTO
134,AdaBoostClassifier,datasets_all,OVERSAMPLING,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,CONDICOESDERECEBIMENTO
135,BaggingClassifier,datasets_all,OVERSAMPLING,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.10714285714285714,CONDICOESDERECEBIMENTO
136,GradientBoostingClassifier,datasets_all,OVERSAMPLING,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,CONDICOESDERECEBIMENTO
137,RandomForestClassifier,datasets_all,OVERSAMPLING,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,CONDICOESDERECEBIMENTO
138,MLPClassifier,datasets_all,OVERSAMPLING,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.9012605042016807,0.09873949579831932,CONDICOESDERECEBIMENTO
139,MLPClassifier,datasets_all,OVERSAMPLING,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,CONDICOESDERECEBIMENTO
140,MLPClassifier,datasets_all,OVERSAMPLING,0.16596638655462184,0.16596638655462184,0.16596638655462184,0.16596638655462184,0.8340336134453782,CONDICOESDERECEBIMENTO
141,CatBoostClassifier,datasets_all,OVERSAMPLING,0.9180672268907563,0.9180672268907561,0.9180672268907563,0.9180672268907563,0.0819327731092437,CONDICOESDERECEBIMENTO
142,VotingClassifier,datasets_all,OVERSAMPLING,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,CONDICOESDERECEBIMENTO
143,KNeighborsClassifier,datasets_all,ORIGINAL,0.875,0.875,0.875,0.875,0.125,CONDICOESDERECEBIMENTO
144,DecisionTreeClassifier,datasets_all,ORIGINAL,0.8907563025210085,0.8907563025210086,0.8907563025210085,0.8907563025210085,0.1092436974789916,CONDICOESDERECEBIMENTO
145,SVC,datasets_all,ORIGINAL,0.9117647058823529,0.9117647058823528,0.9117647058823529,0.9117647058823529,0.08823529411764706,CONDICOESDERECEBIMENTO
146,XGBClassifier,datasets_all,ORIGINAL,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,CONDICOESDERECEBIMENTO
147,AdaBoostClassifier,datasets_all,ORIGINAL,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.11029411764705882,CONDICOESDERECEBIMENTO
148,BaggingClassifier,datasets_all,ORIGINAL,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,CONDICOESDERECEBIMENTO
149,GradientBoostingClassifier,datasets_all,ORIGINAL,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.09558823529411764,CONDICOESDERECEBIMENTO
150,RandomForestClassifier,datasets_all,ORIGINAL,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,CONDICOESDERECEBIMENTO
151,MLPClassifier,datasets_all,ORIGINAL,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.8960084033613446,0.10399159663865547,CONDICOESDERECEBIMENTO
152,MLPClassifier,datasets_all,ORIGINAL,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,CONDICOESDERECEBIMENTO
153,MLPClassifier,datasets_all,ORIGINAL,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.16596638655462184,CONDICOESDERECEBIMENTO
154,CatBoostClassifier,datasets_all,ORIGINAL,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.08403361344537816,CONDICOESDERECEBIMENTO
155,VotingClassifier,datasets_all,ORIGINAL,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.9222689075630253,0.07773109243697479,CONDICOESDERECEBIMENTO
156,KNeighborsClassifier,datasets_all,UNDERSAMPLING,0.792016806722689,0.792016806722689,0.792016806722689,0.792016806722689,0.20798319327731093,ANUNCIO
157,DecisionTreeClassifier,datasets_all,UNDERSAMPLING,0.8602941176470589,0.8602941176470589,0.8602941176470589,0.8602941176470589,0.13970588235294118,ANUNCIO
158,SVC,datasets_all,UNDERSAMPLING,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.9474789915966386,0.052521008403361345,ANUNCIO
159,XGBClassifier,datasets_all,UNDERSAMPLING,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,ANUNCIO
160,AdaBoostClassifier,datasets_all,UNDERSAMPLING,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.04831932773109244,ANUNCIO
161,BaggingClassifier,datasets_all,UNDERSAMPLING,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.8897058823529411,0.11029411764705882,ANUNCIO
162,GradientBoostingClassifier,datasets_all,UNDERSAMPLING,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.9495798319327731,0.05042016806722689,ANUNCIO
163,RandomForestClassifier,datasets_all,UNDERSAMPLING,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,ANUNCIO
164,MLPClassifier,datasets_all,UNDERSAMPLING,0.792016806722689,0.792016806722689,0.792016806722689,0.792016806722689,0.20798319327731093,ANUNCIO
165,MLPClassifier,datasets_all,UNDERSAMPLING,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.11449579831932773,ANUNCIO
166,MLPClassifier,datasets_all,UNDERSAMPLING,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,ANUNCIO
167,CatBoostClassifier,datasets_all,UNDERSAMPLING,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.0703781512605042,ANUNCIO
168,VotingClassifier,datasets_all,UNDERSAMPLING,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.9254201680672269,0.07457983193277311,ANUNCIO
169,KNeighborsClassifier,datasets_all,OVERSAMPLING,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.8739495798319328,0.12605042016806722,ANUNCIO
170,DecisionTreeClassifier,datasets_all,OVERSAMPLING,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.0546218487394958,ANUNCIO
171,SVC,datasets_all,OVERSAMPLING,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ANUNCIO
172,XGBClassifier,datasets_all,OVERSAMPLING,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.038865546218487396,ANUNCIO
